league,season,team,player,nation,pos,age,born,standard_playing_time_mp,standard_playing_time_starts,standard_playing_time_min,standard_playing_time_90s,standard_performance_gls,standard_performance_ast,standard_performance_g_a,standard_performance_g_pk,standard_performance_pk,standard_performance_pkatt,standard_performance_crdy,standard_performance_crdr,standard_per_90_minutes_gls,standard_per_90_minutes_ast,standard_per_90_minutes_g_a,standard_per_90_minutes_g_pk,standard_per_90_minutes_g_a_pk,fbref_season_label,fbref_stat_type
ENG-Premier League,2018,Chelsea,Pedro,ESP,FW,31,1987,31,21,1778,19.8,8,2,10,8,0,0,2,0,0.4,0.1,0.51,0.4,0.51,2018-2019,standard
ENG-Premier League,2018,Chelsea,Ross Barkley,ENG,MF,24,1993,27,13,1245,13.8,3,5,8,3,0,0,1,0,0.22,0.36,0.58,0.22,0.58,2018-2019,standard
ENG-Premier League,2018,Chelsea,Ruben Loftus-Cheek,ENG,MF,22,1996,24,6,998,11.1,6,2,8,6,0,0,0,0,0.54,0.18,0.72,0.54,0.72,2018-2019,standard
ENG-Premier League,2018,Chelsea,Victor Moses,NGA,"FW,MF",27,1990,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Chelsea,Willian,BRA,FW,29,1988,32,26,2097,23.3,3,6,9,3,0,0,2,0,0.13,0.26,0.39,0.13,0.39,2018-2019,standard
ENG-Premier League,2018,Chelsea,Willy Caballero,ARG,GK,36,1981,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Chelsea,Álvaro Morata,ESP,FW,25,1992,16,11,941,10.5,5,0,5,5,0,0,3,0,0.48,0.0,0.48,0.48,0.48,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Aaron Wan-Bissaka,COD,DF,20,1997,35,35,3134,34.8,0,3,3,0,0,0,4,1,0.0,0.09,0.09,0.0,0.09,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Alexander Sørloth,NOR,FW,22,1995,12,0,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Andros Townsend,ENG,"FW,MF",27,1991,38,34,3009,33.4,6,4,10,6,0,0,1,0,0.18,0.12,0.3,0.18,0.3,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Bakary Sako,MLI,"FW,MF",30,1988,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Cheikhou Kouyaté,SEN,MF,28,1989,31,21,1899,21.1,0,2,2,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Christian Benteke,BEL,FW,27,1990,16,9,814,9.0,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Connor Wickham,ENG,"FW,MF",25,1993,6,0,67,0.7,0,1,1,0,0,0,0,0,0.0,1.34,1.34,0.0,1.34,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,James McArthur,SCO,MF,30,1987,38,36,3058,34.0,3,6,9,3,0,0,7,0,0.09,0.18,0.26,0.09,0.26,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,James Tomkins,ENG,DF,29,1989,29,29,2560,28.4,1,1,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Jason Puncheon,ENG,MF,32,1986,5,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Jeffrey Schlupp,GHA,MF,25,1992,30,18,1670,18.6,4,1,5,4,0,0,1,0,0.22,0.05,0.27,0.22,0.27,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Joel Ward,ENG,DF,28,1989,7,6,552,6.1,1,0,1,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Jordan Ayew,GHA,FW,26,1991,20,14,1181,13.1,1,2,3,1,0,0,3,0,0.08,0.15,0.23,0.08,0.23,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Julián Speroni,ARG,GK,39,1979,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Luka Milivojević,SRB,MF,27,1991,38,38,3420,38.0,12,2,14,2,10,11,10,0,0.32,0.05,0.37,0.05,0.11,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Luke Dreher,ENG,MF,19,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Mamadou Sakho,FRA,DF,28,1990,27,27,2416,26.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Martin Kelly,ENG,DF,28,1990,13,12,1111,12.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Max Meyer,GER,MF,22,1995,29,15,1416,15.7,1,2,3,1,0,0,3,0,0.06,0.13,0.19,0.06,0.19,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Michy Batshuayi,BEL,FW,24,1993,11,9,750,8.3,5,0,5,5,0,0,0,0,0.6,0.0,0.6,0.6,0.6,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Pape Souaré,SEN,DF,28,1990,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Patrick van Aanholt,NED,DF,27,1990,36,36,3195,35.5,3,2,5,3,0,0,3,0,0.08,0.06,0.14,0.08,0.14,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Scott Dann,ENG,DF,31,1987,10,7,663,7.4,0,1,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Vicente Guaita,ESP,GK,31,1987,20,20,1754,19.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Wayne Hennessey,WAL,GK,31,1987,18,17,1576,17.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Crystal Palace,Wilfried Zaha,CIV,"FW,MF",25,1992,34,34,3036,33.7,10,5,15,10,0,0,10,2,0.3,0.15,0.44,0.3,0.44,2018-2019,standard
ENG-Premier League,2018,Everton,Ademola Lookman,NGA,MF,20,1997,21,3,618,6.9,0,2,2,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,2018-2019,standard
ENG-Premier League,2018,Everton,André Gomes,POR,MF,25,1993,27,24,1980,22.0,1,1,2,1,0,0,7,0,0.05,0.05,0.09,0.05,0.09,2018-2019,standard
ENG-Premier League,2018,Everton,Bernard,BRA,MF,25,1992,34,25,2116,23.5,1,3,4,1,0,0,5,0,0.04,0.13,0.17,0.04,0.17,2018-2019,standard
ENG-Premier League,2018,Everton,Cenk Tosun,TUR,FW,27,1991,25,10,1059,11.8,3,3,6,3,0,0,3,0,0.25,0.25,0.51,0.25,0.51,2018-2019,standard
ENG-Premier League,2018,Everton,Dominic Calvert-Lewin,ENG,"FW,MF",21,1997,35,19,1784,19.8,6,2,8,6,0,0,3,0,0.3,0.1,0.4,0.3,0.4,2018-2019,standard
ENG-Premier League,2018,Everton,Gylfi Sigurðsson,ISL,MF,28,1989,38,36,3117,34.6,13,6,19,11,2,5,3,0,0.38,0.17,0.55,0.32,0.49,2018-2019,standard
ENG-Premier League,2018,Everton,Idrissa Gueye,SEN,MF,28,1989,33,32,2822,31.4,0,2,2,0,0,0,6,0,0.0,0.06,0.06,0.0,0.06,2018-2019,standard
ENG-Premier League,2018,Everton,James McCarthy,IRL,MF,27,1990,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Everton,Jonjoe Kenny,ENG,DF,21,1997,10,8,791,8.8,0,1,1,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11,2018-2019,standard
ENG-Premier League,2018,Everton,Jordan Pickford,ENG,GK,24,1994,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Everton,Kurt Zouma,FRA,DF,23,1994,32,29,2612,29.0,2,2,4,2,0,0,5,2,0.07,0.07,0.14,0.07,0.14,2018-2019,standard
ENG-Premier League,2018,Everton,Leighton Baines,ENG,DF,33,1984,6,5,375,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Everton,Lucas Digne,FRA,DF,25,1993,35,33,2965,32.9,4,4,8,4,0,0,5,1,0.12,0.12,0.24,0.12,0.24,2018-2019,standard
ENG-Premier League,2018,Everton,Mason Holgate,JAM,DF,21,1996,5,4,408,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Everton,Michael Keane,ENG,DF,25,1993,33,33,2969,33.0,1,2,3,1,0,0,2,0,0.03,0.06,0.09,0.03,0.09,2018-2019,standard
ENG-Premier League,2018,Everton,Morgan Schneiderlin,FRA,MF,28,1989,14,10,834,9.3,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11,2018-2019,standard
ENG-Premier League,2018,Everton,Oumar Niasse,SEN,"FW,MF",28,1990,5,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Everton,Phil Jagielka,ENG,DF,35,1982,7,4,331,3.7,1,0,1,1,0,0,0,1,0.27,0.0,0.27,0.27,0.27,2018-2019,standard
ENG-Premier League,2018,Everton,Richarlison,BRA,"MF,FW",21,1997,35,32,2665,29.6,13,1,14,13,0,0,5,1,0.44,0.03,0.47,0.44,0.47,2018-2019,standard
ENG-Premier League,2018,Everton,Séamus Coleman,IRL,DF,29,1988,29,29,2558,28.4,2,2,4,2,0,0,1,0,0.07,0.07,0.14,0.07,0.14,2018-2019,standard
ENG-Premier League,2018,Everton,Theo Walcott,ENG,MF,29,1989,37,24,2119,23.5,5,2,7,5,0,0,1,0,0.21,0.08,0.3,0.21,0.3,2018-2019,standard
ENG-Premier League,2018,Everton,Tom Davies,ENG,MF,20,1998,16,10,980,10.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Everton,Yerry Mina,COL,DF,23,1994,13,10,892,9.9,1,0,1,1,0,0,3,0,0.1,0.0,0.1,0.1,0.1,2018-2019,standard
ENG-Premier League,2018,Fulham,Aboubakar Kamara,MTN,"MF,FW",23,1995,13,5,693,7.7,3,0,3,2,1,2,2,0,0.39,0.0,0.39,0.26,0.26,2018-2019,standard
ENG-Premier League,2018,Fulham,Aleksandar Mitrović,SRB,FW,23,1994,37,37,3280,36.4,11,3,14,10,1,1,7,0,0.3,0.08,0.38,0.27,0.36,2018-2019,standard
ENG-Premier League,2018,Fulham,Alfie Mawson,ENG,DF,24,1994,15,13,1131,12.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Fulham,Andre-Frank Zambo Anguissa,CMR,MF,22,1995,22,16,1517,16.9,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Fulham,André Schürrle,GER,"FW,MF",27,1990,24,21,1641,18.2,6,0,6,6,0,0,2,0,0.33,0.0,0.33,0.33,0.33,2018-2019,standard
ENG-Premier League,2018,Fulham,Calum Chambers,ENG,"MF,DF",23,1995,31,29,2588,28.8,2,0,2,2,0,0,9,0,0.07,0.0,0.07,0.07,0.07,2018-2019,standard
ENG-Premier League,2018,Fulham,Cyrus Christie,IRL,"MF,DF",25,1992,28,19,1948,21.6,0,1,1,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05,2018-2019,standard
ENG-Premier League,2018,Fulham,Denis Odoi,GHA,DF,30,1988,31,29,2594,28.8,0,1,1,0,0,0,4,0,0.0,0.03,0.03,0.0,0.03,2018-2019,standard
ENG-Premier League,2018,Fulham,Fabricio,ESP,GK,30,1987,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Fulham,Floyd Ayité,TOG,"MF,FW",29,1988,16,3,476,5.3,1,0,1,1,0,0,0,0,0.19,0.0,0.19,0.19,0.19,2018-2019,standard
ENG-Premier League,2018,Fulham,Harvey Elliott,ENG,"FW,MF",15,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Fulham,Håvard Nordtveit,NOR,DF,28,1990,5,4,362,4.0,0,1,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,2018-2019,standard
ENG-Premier League,2018,Fulham,Ibrahima Cissé,GUI,MF,24,1994,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Fulham,Jean Seri,CIV,MF,27,1991,32,27,2244,24.9,1,2,3,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,2018-2019,standard
ENG-Premier League,2018,Fulham,Joe Bryan,ENG,"DF,MF",24,1993,28,27,2345,26.1,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04,2018-2019,standard
ENG-Premier League,2018,Fulham,Kevin McDonald,SCO,MF,29,1988,15,10,841,9.3,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Fulham,Lazar Marković,SRB,"FW,MF",24,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Fulham,Luciano Vietto,ARG,"FW,MF",24,1993,20,10,986,11.0,1,4,5,1,0,0,1,0,0.09,0.37,0.46,0.09,0.46,2018-2019,standard
ENG-Premier League,2018,Fulham,Marcus Bettinelli,ENG,GK,26,1992,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Fulham,Maxime Le Marchand,FRA,DF,28,1989,26,25,2250,25.0,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04,2018-2019,standard
ENG-Premier League,2018,Fulham,Neeskens Kebano,COD,"FW,MF",26,1992,7,0,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Fulham,Ryan Babel,NED,"FW,MF",31,1986,16,15,1251,13.9,5,3,8,5,0,0,3,0,0.36,0.22,0.58,0.36,0.58,2018-2019,standard
ENG-Premier League,2018,Fulham,Ryan Sessegnon,ENG,"MF,FW",18,2000,35,26,2300,25.6,2,6,8,2,0,0,0,0,0.08,0.23,0.31,0.08,0.31,2018-2019,standard
ENG-Premier League,2018,Fulham,Sergio Rico,ESP,GK,24,1993,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Fulham,Stefan Johansen,NOR,MF,27,1991,12,4,417,4.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Fulham,Tim Ream,USA,DF,30,1987,26,25,2047,22.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Fulham,Timothy Fosu-Mensah,NED,DF,20,1998,12,10,793,8.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Fulham,Tom Cairney,SCO,"MF,FW",27,1991,31,24,2194,24.4,1,1,2,1,0,0,0,0,0.04,0.04,0.08,0.04,0.08,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Aaron Mooy,AUS,MF,27,1990,29,25,2330,25.9,3,1,4,2,1,1,4,0,0.12,0.04,0.15,0.08,0.12,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Aaron Rowe,ENG,MF,17,2000,2,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Abdelhamid Sabiri,MAR,FW,21,1996,2,1,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Adama Diakhaby,FRA,"FW,MF",22,1996,12,6,552,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Alex Pritchard,ENG,"FW,MF",25,1993,30,26,2081,23.1,2,0,2,2,0,0,2,0,0.09,0.0,0.09,0.09,0.09,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Ben Hamer,ENG,GK,30,1987,7,7,552,6.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Chris Löwe,GER,"MF,DF",29,1989,29,23,2057,22.9,0,2,2,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Christopher Schindler,GER,DF,28,1990,37,37,3260,36.2,1,0,1,1,0,0,5,1,0.03,0.0,0.03,0.03,0.03,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Collin Quaner,GER,FW,27,1991,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Danny Williams,USA,MF,29,1989,5,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Demeaco Duhaney,ENG,DF,19,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Elias Kachunga,COD,"MF,FW",26,1992,20,13,1182,13.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Erik Durm,GER,"DF,MF",26,1992,28,21,2055,22.8,0,1,1,0,0,0,0,0,0.0,0.04,0.04,0.0,0.04,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Florent Hadergjonaj,KVX,"MF,DF",24,1994,24,19,1842,20.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Isaac Mbenza,BEL,"MF,FW",22,1996,22,10,986,11.0,1,1,2,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Jason Puncheon,ENG,"MF,FW",32,1986,6,5,382,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Joel Coleman,ENG,GK,22,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Jon Gorenc Stanković,SVN,"MF,DF",22,1996,11,9,715,7.9,1,0,1,1,0,0,2,0,0.13,0.0,0.13,0.13,0.13,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Jonas Lössl,DEN,GK,29,1989,31,30,2778,30.9,0,1,1,0,0,0,1,0,0.0,0.03,0.03,0.0,0.03,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Jonathan Hogg,ENG,MF,29,1988,29,29,2367,26.3,0,1,1,0,0,0,8,1,0.0,0.04,0.04,0.0,0.04,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Juninho Bacuna,CUW,"MF,DF",20,1997,21,16,1412,15.7,1,0,1,1,0,0,4,0,0.06,0.0,0.06,0.06,0.06,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Karlan Grant,ENG,"FW,MF",20,1997,13,9,877,9.7,3,0,3,3,0,0,0,0,0.31,0.0,0.31,0.31,0.31,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Laurent Depoitre,BEL,FW,29,1988,23,10,1068,11.9,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Mathias Jørgensen,DEN,DF,28,1990,24,24,2147,23.9,3,1,4,3,0,0,6,0,0.13,0.04,0.17,0.13,0.17,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Matty Daly,ENG,MF,17,2001,2,0,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Philip Billing,DEN,MF,22,1996,27,25,2188,24.3,2,0,2,2,0,0,7,0,0.08,0.0,0.08,0.08,0.08,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Rajiv van La Parra,NED,"MF,FW",27,1991,5,5,405,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Ramadan Sobhi,EGY,MF,21,1997,4,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Steve Mounié,BEN,FW,23,1994,31,19,1778,19.8,2,3,5,2,0,0,1,1,0.1,0.15,0.25,0.1,0.25,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Terence Kongolo,NED,DF,24,1994,32,32,2716,30.2,1,1,2,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,2018-2019,standard
ENG-Premier League,2018,Huddersfield,Tommy Smith,ENG,DF,26,1992,15,13,1141,12.7,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Leicester City,Adrien Silva,POR,MF,29,1989,2,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Leicester City,Ben Chilwell,ENG,DF,21,1996,36,36,3240,36.0,0,4,4,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11,2018-2019,standard
ENG-Premier League,2018,Leicester City,Christian Fuchs,AUT,DF,32,1986,3,2,207,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Leicester City,Daniel Amartey,GHA,DF,23,1994,9,7,641,7.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Leicester City,Danny Simpson,ENG,DF,31,1987,6,3,292,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Leicester City,Demarai Gray,JAM,"MF,FW",22,1996,34,23,1985,22.1,4,1,5,4,0,0,2,0,0.18,0.05,0.23,0.18,0.23,2018-2019,standard
ENG-Premier League,2018,Leicester City,Fousseni Diabaté,MLI,MF,22,1995,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Leicester City,Hamza Choudhury,BAN,MF,20,1997,9,7,595,6.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Leicester City,Harry Maguire,ENG,DF,25,1993,31,31,2596,28.8,3,0,3,3,0,0,6,1,0.1,0.0,0.1,0.1,0.1,2018-2019,standard
ENG-Premier League,2018,Leicester City,Harvey Barnes,ENG,"MF,FW",20,1997,16,11,1004,11.2,1,2,3,1,0,0,0,0,0.09,0.18,0.27,0.09,0.27,2018-2019,standard
ENG-Premier League,2018,Leicester City,James Maddison,ENG,"MF,FW",21,1996,36,35,2831,31.5,7,7,14,6,1,2,5,2,0.22,0.22,0.45,0.19,0.41,2018-2019,standard
ENG-Premier League,2018,Leicester City,Jamie Vardy,ENG,FW,31,1987,34,30,2726,30.3,18,4,22,14,4,5,3,1,0.59,0.13,0.73,0.46,0.59,2018-2019,standard
ENG-Premier League,2018,Leicester City,Jonny Evans,NIR,DF,30,1988,24,21,1996,22.2,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,2018-2019,standard
ENG-Premier League,2018,Leicester City,Kasper Schmeichel,DEN,GK,31,1986,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Leicester City,Kelechi Iheanacho,NGA,"FW,MF",21,1996,30,9,941,10.5,1,3,4,1,0,0,2,0,0.1,0.29,0.38,0.1,0.38,2018-2019,standard
ENG-Premier League,2018,Leicester City,Marc Albrighton,ENG,"MF,FW",28,1989,27,18,1625,18.1,2,2,4,2,0,0,3,0,0.11,0.11,0.22,0.11,0.22,2018-2019,standard
ENG-Premier League,2018,Leicester City,Nampalys Mendy,SEN,MF,26,1992,31,23,2092,23.2,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Leicester City,Rachid Ghezzal,ALG,"MF,FW",26,1992,19,8,743,8.3,1,0,1,1,0,0,3,0,0.12,0.0,0.12,0.12,0.12,2018-2019,standard
ENG-Premier League,2018,Leicester City,Ricardo Pereira,POR,"DF,MF",24,1993,35,35,3123,34.7,2,6,8,2,0,0,7,0,0.06,0.17,0.23,0.06,0.23,2018-2019,standard
ENG-Premier League,2018,Leicester City,Shinji Okazaki,JPN,FW,32,1986,21,1,288,3.2,0,1,1,0,0,0,0,0,0.0,0.31,0.31,0.0,0.31,2018-2019,standard
ENG-Premier League,2018,Leicester City,Vicente Iborra,ESP,MF,30,1988,8,3,229,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Leicester City,Wes Morgan,JAM,DF,34,1984,22,21,1925,21.4,3,0,3,3,0,0,3,2,0.14,0.0,0.14,0.14,0.14,2018-2019,standard
ENG-Premier League,2018,Leicester City,Wilfred Ndidi,NGA,MF,21,1996,38,37,3296,36.6,2,0,2,2,0,0,8,0,0.05,0.0,0.05,0.05,0.05,2018-2019,standard
ENG-Premier League,2018,Leicester City,Youri Tielemans,BEL,MF,21,1997,13,13,1086,12.1,3,4,7,3,0,0,2,0,0.25,0.33,0.58,0.25,0.58,2018-2019,standard
ENG-Premier League,2018,Leicester City,Çağlar Söyüncü,TUR,DF,22,1996,6,4,372,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Liverpool,Adam Lallana,ENG,"MF,FW",30,1988,13,5,468,5.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Liverpool,Alberto Moreno,ESP,DF,26,1992,2,2,154,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Liverpool,Alex Oxlade-Chamberlain,ENG,"FW,MF",24,1993,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
